corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end
Kolipsi_1_L1	L1	M0012_1.xml	7	Mit den vollen Einkaufstaschen ging sie dann in den Supermarkt.	Mit den vollen Einkaufstaschen ging sie dann in den Supermarkt.	False	picture story	1943	1954
Kolipsi_1_L1	L1	M0012_1.xml	8	Dort kaufte sie die restlichen Lebensmittel ein.	Dort kaufte sie die restlichen Lebensmittel ein.	False	picture story	1955	1963
Kolipsi_1_L1	L1	M0012_1.xml	9	Sie wollte gerade gehen, als die Kassiererin aufschrie und Maria bat stehen zu bleiben.	Sie wollte gerade gehen, als die Kassiererin aufschrie und Maria bat stehen zu bleiben.	False	picture story	1964	1980
Kolipsi_1_L1	L1	M0012_1.xml	10	Sie beschuldigte sie das Gemüse in ihrer Tasche aus dem Supermarkt gestohlen zu haben.	Sie beschuldigte sie das Gemüse in ihrer Tasche aus dem Supermarkt gestohlen zu haben.	False	picture story	1981	1996
Kolipsi_1_L1	L1	M0012_1.xml	11	Als Maria ihr den Bon vom Gemüsehändler zeigen wollte erschrak sie und lief ganz rot an.	Als Maria ihr den Bon vom Gemüsehändler zeigen wollte erschrak sie und lief ganz rot an.	False	picture story	1997	2014
Kolipsi_1_L1	L1	M0012_1.xml	12	Natürlich konnte sie den Bon nicht finden, Die Kassiererin rief sofort den Geschäftsführer um die vermeintliche Diebin zur Rechenschaft zu ziehen.	Natürlich konnte sie den Bon nicht finden, Die Kassiererin rief sofort den Geschäftsführer um die vermeintliche Diebin zur Rechenschaft zu ziehen.	False	picture story	2015	2038
Kolipsi_1_L1	L1	M0012_1.xml	13	Doch als der aufgebrachte Geschäftsführer Maria sah, lachte er auf.	Doch als der aufgebrachte Geschäftsführer Maria sah, lachte er auf.	False	picture story	2039	2051
Kolipsi_1_L1	L1	M0012_1.xml	14	Er war einer der Bekannten die heute Abend zum Essen eingeladen ist.	Er war einer der Bekannten die heute Abend zum Essen eingeladen ist.	False	picture story	2052	2065
Kolipsi_1_L1	L1	M0012_1.xml	15	Da hat sie nochmal Glück gehabt nicht wahr?	Da hat sie nochmal Glück gehabt nicht wahr?	False	picture story	2066	2075
Kolipsi_1_L1	L1	M0012_2.xml	1	Wir müssen uns langsam mal für einen Urlaubsort entscheiden.	Wir müssen uns langsam mal für einen Urlaubsort entscheiden.	False	opinion	2076	2086
Kolipsi_1_L1	L1	M0012_2.xml	2	Also entweder fahren wir in die Berge oder ans Meer.	Also entweder fahren wir in die Berge oder ans Meer.	False	opinion	2087	2098
Kolipsi_1_L1	L1	M0012_2.xml	3	In den Bergen hat man natürlich eine tolle Aussicht und kann viel spazieren gehen.	In den Bergen hat man natürlich eine tolle Aussicht und kann viel spazieren gehen.	False	opinion	2099	2114
Kolipsi_1_L1	L1	M0012_2.xml	4	Die frische Luft würde uns gut tun.	Die frische Luft würde uns gut tun.	False	opinion	2115	2123
Kolipsi_1_L1	L1	M0012_2.xml	5	Aber frische Luft bekommen wir am Meer auch und dort ist es außerdem wärmer.	Aber frische Luft bekommen wir am Meer auch und dort ist es außerdem wärmer.	False	opinion	2124	2139
Kolipsi_1_L1	L1	M0012_2.xml	6	Ein Strandurlaub wäre sehr entspannend und eine gute Erholungsmöglichkeit.	Ein Strandurlaub wäre sehr entspannend und eine gute Erholungsmöglichkeit.	False	opinion	2140	2150
Kolipsi_1_L1	L1	M0012_2.xml	7	Allerdings kann man in den Bergen so gut Sport betreiben.	Allerdings kann man in den Bergen so gut Sport betreiben.	False	opinion	2151	2162
Kolipsi_1_L1	L1	M0012_2.xml	8	Man könnte wanderngehen, in Seen schwimmen oder je nach Aufenthaltsort sogar Skifahren gehen.	Man könnte wandern gehen, in Seen schwimmen oder je nach Aufenthaltsort sogar Ski fahren gehen.	True	opinion	2163	2178
Kolipsi_1_L1	L1	M0012_2.xml	9	Naja, ich weiß Dir würde das gut gefallen mit dem Sport.	Naja, ich weiß Dir würde das gut gefallen mit dem Sport.	False	opinion	2179	2192
Kolipsi_1_L1	L1	M0012_2.xml	10	Aber Du weißt ja wie sportlich ich bin.	Aber Du weißt ja wie sportlich ich bin.	False	opinion	2193	2202
Kolipsi_1_L1	L1	M0012_2.xml	11	Und stell Dir doch mal vor am Strand zu liegen.	Und stell Dir doch mal vor am Strand zu liegen.	False	opinion	2203	2214
Kolipsi_1_L1	L1	M0012_2.xml	12	Einfach in der Sonne zu entspannen und ab und zu ein Bad im Meer nehmen.	Einfach in der Sonne zu entspannen und ab und zu ein Bad im Meer nehmen.	False	opinion	2215	2231
Kolipsi_1_L1	L1	M0012_2.xml	13	Da ein Urlaub eher entspannend sein soll, bin ich der Meinung, dass wir zusammen ans Meer fahren sollten.	Da ein Urlaub eher entspannend sein soll, bin ich der Meinung, dass wir zusammen ans Meer fahren sollten.	False	opinion	2232	2253
Kolipsi_1_L1	L1	M0012_2.xml	14	Das wär bestimmt ein schöner Urlaub aus dem wir entspannt wiederkommen.	Das wär bestimmt ein schöner Urlaub aus dem wir entspannt wiederkommen.	False	opinion	2254	2266
Kolipsi_1_L1	L1	M0013_1.xml	1	Wie geht es dir so?	Wie geht es dir so?	False	picture story	2267	2273
Kolipsi_1_L1	L1	M0013_1.xml	2	Ich habe lange nichts mehr von dir gehört.	Ich habe lange nichts mehr von dir gehört.	False	picture story	2274	2283
Kolipsi_1_L1	L1	M0013_1.xml	3	Ich habe heute eine lustige Geschichte gehört, von meiner Freundin Maria.	Ich habe heute eine lustige Geschichte gehört, von meiner Freundin Maria.	False	picture story	2284	2297
Kolipsi_1_L1	L1	M0013_1.xml	4	Letzte Woche war sie einkaufen, sie sollte für ihre Familie kochen, darum war sie zuerst im Gemüseladen einkaufen.	Letzte Woche war sie einkaufen, sie sollte für ihre Familie kochen, darum war sie zuerst im Gemüseladen einkaufen.	False	picture story	2298	2319
Kolipsi_1_L1	L1	M0013_1.xml	5	Ihre Einkäufe hat sie dann in ihre Einkaufstasche geräumt.	Ihre Einkäufe hat sie dann in ihre Einkaufstasche geräumt.	False	picture story	2320	2330
Kolipsi_1_L1	L1	M0013_1.xml	6	Später war sie dann noch im Supermarkt einkaufen, sie brauchte noch ein paar Konserven.	Später war sie dann noch im Supermarkt einkaufen, sie brauchte noch ein paar Konserven.	False	picture story	2331	2347
Kolipsi_1_L1	L1	M0013_1.xml	7	Als sie dann ihre Einkäufe bezahlen wollte, guckte sie die Verkäuferin fragend an.	Als sie dann ihre Einkäufe bezahlen wollte, guckte sie die Verkäuferin fragend an.	False	picture story	2348	2363
Kolipsi_1_L1	L1	M0013_1.xml	8	Etwas verwirrt wollte Maria die Einkäufe nehmen und den Laden verlassen, doch die Verkäuferin hielt sie auf.	Etwas verwirrt wollte Maria die Einkäufe nehmen und den Laden verlassen, doch die Verkäuferin hielt sie auf.	False	picture story	2364	2383
Kolipsi_1_L1	L1	M0013_1.xml	9	Sie hätte die Einkäufe in ihrer Einkaufstasche noch nicht bezahlt, und als Maria ihr den Kassenbon der im Gemüseladen eingekauften Lebensmittel zeigen wollte, stelle sie fest, dass sie ihn im Gemüseladen vergessen hatte.	Sie hätte die Einkäufe in ihrer Einkaufstasche noch nicht bezahlt, und als Maria ihr den Kassenbon der im Gemüseladen eingekauften Lebensmittel zeigen wollte, stelle sie fest, dass sie ihn im Gemüseladen vergessen hatte.	False	picture story	2384	2421
Kolipsi_1_L1	L1	M0013_1.xml	10	Glücklicherweise war ein Kunde hinter ihr an der Kasse der sie mit den Lebensmitteln im Gemüseladen gesehen hatte und überzeugte die Supermarktkassiererin von dieser Tatsache.	Glücklicherweise war ein Kunde hinter ihr an der Kasse der sie mit den Lebensmitteln im Gemüseladen gesehen hatte und überzeugte die Supermarktkassiererin von dieser Tatsache.	False	picture story	2422	2448
Kolipsi_1_L1	L1	M0013_1.xml	11	So etwas ist mir noch nie passiert, dir etwa?	So etwas ist mir noch nie passiert, dir etwa?	False	picture story	2449	2460
Kolipsi_1_L1	L1	M0013_2.xml	1	Ich habe mich mal über mögliche Urlaubsorte Informiert.	Ich habe mich mal über mögliche Urlaubsorte informiert.	True	opinion	2461	2470
Kolipsi_1_L1	L1	M0013_2.xml	2	Wir könnten entweder in die Berge fahren oder ans Meer.	Wir könnten entweder in die Berge fahren oder ans Meer.	False	opinion	2471	2482
Kolipsi_1_L1	L1	M0013_2.xml	3	In den Bergen ist es auf jeden Fall etwas kälter als am Meer, dafür könnten wir wandern, also die schöne Aussicht genießen und dabei ein paar Kalorien verbrennen.	In den Bergen ist es auf jeden Fall etwas kälter als am Meer, dafür könnten wir wandern, also die schöne Aussicht genießen und dabei ein paar Kalorien verbrennen.	False	opinion	2483	2514
Kolipsi_1_L1	L1	M0013_2.xml	4	Außerdem gibt es dort auch ein nettes kleines Hotel, welches sehr preiswert ist und ein super Well-ness Angebot mit Sauna und Swimming-Pool und einem riesigen Buffet.	Außerdem gibt es dort auch ein nettes kleines Hotel, welches sehr preiswert ist und ein super Wellnessangebot mit Sauna und Swimmingpool und einem riesigen Buffet.	True	opinion	2515	2542
Kolipsi_1_L1	L1	M0013_2.xml	5	Abends kann man im Dorf ein wenig feiern gehen, allerdings gibt es nur eine Disco und wenige Kneipen.	Abends kann man im Dorf ein wenig feiern gehen, allerdings gibt es nur eine Disco und wenige Kneipen.	False	opinion	2543	2563
Kolipsi_1_L1	L1	M0013_2.xml	6	Am Meer ist es schön warm, wir können uns bräunen und Cocktails in der Sonne schlürfen.	Am Meer ist es schön warm, wir können uns bräunen und Cocktails in der Sonne schlürfen.	False	opinion	2564	2582
Kolipsi_1_L1	L1	M0013_2.xml	7	Die Kalorien können wir durch das Schwimmen im Meer wieder loswerden.	Die Kalorien können wir durch das Schwimmen im Meer wieder loswerden.	False	opinion	2583	2595
Kolipsi_1_L1	L1	M0013_2.xml	8	Den Sonnenuntergang am Strand möchte ich auch ungerne verpassen und außerdem könnten einen Surfkurs belegen.	Den Sonnenuntergang am Strand möchte ich auch ungerne verpassen und außerdem könnten einen Surfkurs belegen.	False	opinion	2596	2612
Kolipsi_1_L1	L1	M0013_2.xml	9	Abends gibt es ein gutes Angebot zum feiern in den Diskos.	Abends gibt es ein gutes Angebot zum feiern in den Diskos.	False	opinion	2613	2625
Kolipsi_1_L1	L1	M0013_2.xml	10	Ich hoffe du triffst eine gute Entscheidung.	Ich hoffe du triffst eine gute Entscheidung.	False	opinion	2626	2634
Kolipsi_1_L1	L1	M0013_2.xml	11	Bis bald, liebe Grüße Lotti	Bis bald, liebe Grüße Lotti	False	opinion	2635	2641
Kolipsi_1_L1	L1	M0014_1.xml	1	Ich hoffe es geht dir gut!?	Ich hoffe es geht dir gut!?	False	picture story	2642	2650
Kolipsi_1_L1	L1	M0014_1.xml	2	Meiner Freundin Maria ist letzte Woche etwas unfassbares passiert.	Meiner Freundin Maria ist letzte Woche etwas Unfassbares passiert.	True	picture story	2651	2661
Kolipsi_1_L1	L1	M0014_1.xml	3	Sie war einkaufen, zuerst beim Obsthändler und dann im Supermarkt.	Sie war einkaufen, zuerst beim Obsthändler und dann im Supermarkt.	False	picture story	2662	2674
Kolipsi_1_L1	L1	M0014_1.xml	4	Beim Obsthändler kaufte sie Obst für einen Obstsalat, den sie für ihre Tochter zum Nachtisch machen wollte.	Beim Obsthändler kaufte sie Obst für einen Obstsalat, den sie für ihre Tochter zum Nachtisch machen wollte.	False	picture story	2675	2694
Kolipsi_1_L1	L1	M0014_1.xml	5	An der Kasse vergaß sie jedoch ihren Kassenzettel.	An der Kasse vergaß sie jedoch ihren Kassenzettel.	False	picture story	2695	2704
Kolipsi_1_L1	L1	M0014_1.xml	6	Allerdings dachte sie sich dabei nichts.	Allerdings dachte sie sich dabei nichts.	False	picture story	2705	2712
Kolipsi_1_L1	L1	M0014_1.xml	7	Im Supermarkt kaufte sie Milch, Butter, Käse und einige andere Lebensmittel.	Im Supermarkt kaufte sie Milch, Butter, Käse und einige andere Lebensmittel.	False	picture story	2713	2727
Kolipsi_1_L1	L1	M0014_1.xml	8	An der Kasse im Supermark meinte die Kassiererin zu ihr, sie solle doch bitte auch das ausgewählte Obst auf das Band legen.	An der Kasse im Supermarkt meinte die Kassiererin zu ihr, sie solle doch bitte auch das ausgewählte Obst auf das Band legen.	True	picture story	2728	2752
Kolipsi_1_L1	L1	M0014_1.xml	9	Aber Maria sagte zur ihr, dass sie das Obst schon beim Obsthändler bezahlt hätte.	Aber Maria sagte zur ihr, dass sie das Obst schon beim Obsthändler bezahlt hätte.	False	picture story	2753	2769
Kolipsi_1_L1	L1	M0014_1.xml	10	Die Kassiererin glaubte Maria allerdings nicht und wollte schon die Polizei und die Supermarktleitung rufen.	Die Kassiererin glaubte Maria allerdings nicht und wollte schon die Polizei und die Supermarktleitung rufen.	False	picture story	2770	2786
Kolipsi_1_L1	L1	M0014_1.xml	11	Zum Glück ist Maria mit der Kassiererin aus dem Obstladen befreundet.	Zum Glück ist Maria mit der Kassiererin aus dem Obstladen befreundet.	False	picture story	2787	2799
Kolipsi_1_L1	L1	M0014_1.xml	12	Deshalb rief sie sie an und bat sie den Kassenzettel zum Supermarkt zu bringen.	Deshalb rief sie sie an und bat sie den Kassenzettel zum Supermarkt zu bringen.	False	picture story	2800	2815
Kolipsi_1_L1	L1	M0014_1.xml	13	Mit dem Kassenzettel konnte Maria den Irrtum doch noch aufklären.	Mit dem Kassenzettel konnte Maria den Irrtum doch noch aufklären.	False	picture story	2816	2827
Kolipsi_1_L1	L1	M0014_1.xml	14	So nahm das Ganze doch noch ein gutes Ende.	So nahm das Ganze doch noch ein gutes Ende.	False	picture story	2828	2838
Kolipsi_1_L1	L1	M0014_2.xml	1	Liebe Anna, du musst mir helfen!	Liebe Anna, du musst mir helfen!	False	opinion	2839	2847
Kolipsi_1_L1	L1	M0014_2.xml	2	Ich möchte in drei Monaten in den Urlaub fahren und ich weiß noch nicht wohin es gehen soll.	Ich möchte in drei Monaten in den Urlaub fahren und ich weiß noch nicht wohin es gehen soll.	False	opinion	2848	2867
Kolipsi_1_L1	L1	M0014_2.xml	3	Besser gesagt ich kann micht zwischen zwei Optionen nicht entscheiden.	Besser gesagt ich kann mich zwischen zwei Optionen nicht entscheiden.	True	opinion	2868	2879
Kolipsi_1_L1	L1	M0014_2.xml	4	Zur Auswahl stehen die Italienischen Alpen mit ihren tollen Bergen und der klaren Bergluft.	Zur Auswahl stehen die italienischen Alpen mit ihren tollen Bergen und der klaren Bergluft.	True	opinion	2880	2895
Kolipsi_1_L1	L1	M0014_2.xml	5	Dort würden wir auf einer kleinen Alm leben und die Natur um uns herum genießen.	Dort würden wir auf einer kleinen Alm leben und die Natur um uns herum genießen.	False	opinion	2896	2912
Kolipsi_1_L1	L1	M0014_2.xml	6	Oder ich könnte Urlaub auf Hawaii machen.	Oder ich könnte Urlaub auf Hawaii machen.	False	opinion	2913	2921
Kolipsi_1_L1	L1	M0014_2.xml	7	Dort könnte ich die Sonne genießen und richtig braun werden.	Dort könnte ich die Sonne genießen und richtig braun werden.	False	opinion	2922	2933
Kolipsi_1_L1	L1	M0014_2.xml	8	Es hört sich beides gut an, oder?	Es hört sich beides gut an, oder?	False	opinion	2934	2943
Kolipsi_1_L1	L1	M0014_2.xml	9	Und ich würde sehr gerne Urlaub auf Hawaii machen, aber ich gehe auch gerne wandern.	Und ich würde sehr gerne Urlaub auf Hawaii machen, aber ich gehe auch gerne wandern.	False	opinion	2944	2961
Kolipsi_1_L1	L1	M0014_2.xml	10	Vielleicht kannst du mir ja helfen?	Vielleicht kannst du mir ja helfen?	False	opinion	2962	2969
Kolipsi_1_L1	L1	M0014_2.xml	11	In den Alpen könnte ich etwas für meine Kondition tun und auf Hawaii könnte ich mal die Seele baumeln lassen und mich entspannen.	In den Alpen könnte ich etwas für meine Kondition tun und auf Hawaii könnte ich mal die Seele baumeln lassen und mich entspannen.	False	opinion	2970	2994
Kolipsi_1_L1	L1	M0014_2.xml	12	Außerdem bin ich schon lange nicht mehr geflogen.	Außerdem bin ich schon lange nicht mehr geflogen.	False	opinion	2995	3004
Kolipsi_1_L1	L1	M0014_2.xml	13	Allerdings sollte das kein Auswahlkriterium sein.	Allerdings sollte das kein Auswahlkriterium sein.	False	opinion	3005	3012
Kolipsi_1_L1	L1	M0014_2.xml	14	Also bitte hilf mir bei meiner Auswahl!	Also bitte hilf mir bei meiner Auswahl!	False	opinion	3013	3021
Kolipsi_1_L1	L1	M0015_1.xml	1	Hey Tina, Du glaubst nicht, was meiner Freundin Maria heute passiert ist.	Hey Tina, Du glaubst nicht, was meiner Freundin Maria heute passiert ist.	False	picture story	3022	3037
Kolipsi_1_L1	L1	M0015_1.xml	2	Sie war zuerst in einem spezialisierten Obst- und Gemüsehändler einkaufen.	Sie war zuerst in einem spezialisierten Obst- und Gemüsehändler einkaufen.	False	picture story	3038	3049
Kolipsi_1_L1	L1	M0015_1.xml	3	Sie kaufte Blumenkohl, Mören & Tomaten.	Sie kaufte Blumenkohl, Möhren & Tomaten.	True	picture story	3050	3058
Kolipsi_1_L1	L1	M0015_1.xml	4	Sie ging zur Kasse und bezahlte.	Sie ging zur Kasse und bezahlte.	False	picture story	3059	3066
Kolipsi_1_L1	L1	M0015_1.xml	5	Das Doofe war nur, dass sie ihren Kassenbon dort vergaß.	Das Doofe war nur, dass sie ihren Kassenbon dort vergaß.	False	picture story	3067	3079
Kolipsi_1_L1	L1	M0015_1.xml	6	Eine Stunde später ging sie mit dem Einkauf, in ihrem schon vollen Rucksack, in einen normalen Supermarkt.	Eine Stunde später ging sie mit dem Einkauf, in ihrem schon vollen Rucksack, in einen normalen Supermarkt.	False	picture story	3080	3100
Kolipsi_1_L1	L1	M0015_1.xml	7	Dort wollte Maria Butter & Milch kaufen.	Dort wollte Maria Butter & Milch kaufen.	False	picture story	3101	3109
Kolipsi_1_L1	L1	M0015_1.xml	8	Ebenso einige Dinge, die im Haushalt fehlten.	Ebenso einige Dinge, die im Haushalt fehlten.	False	picture story	3110	3119
Kolipsi_1_L1	L1	M0015_1.xml	9	Sie ging mit ihrem Einkaufswagen durch die Gänge und der Wagen füllte sich.	Sie ging mit ihrem Einkaufswagen durch die Gänge und der Wagen füllte sich.	False	picture story	3120	3134
Kolipsi_1_L1	L1	M0015_1.xml	10	Nach einem kompletten Rundgang in dem Supermarkt ging sie auch dort wieder zur Kasse und bezahlte, ohne Probleme.	Nach einem kompletten Rundgang in dem Supermarkt ging sie auch dort wieder zur Kasse und bezahlte, ohne Probleme.	False	picture story	3135	3155
Kolipsi_1_L1	L1	M0015_1.xml	11	Als Maria sich umdrehte, rief die Kassiererin sie solle stehen bleiben.	Als Maria sich umdrehte, rief die Kassiererin sie solle stehen bleiben.	False	picture story	3156	3169
Kolipsi_1_L1	L1	M0015_1.xml	12	Sie habe Lebensmittel in ihrem Rucksack, die sie nicht bezahlt hätte.	Sie habe Lebensmittel in ihrem Rucksack, die sie nicht bezahlt hätte.	False	picture story	3170	3183
Kolipsi_1_L1	L1	M0015_1.xml	13	Wenn Maria doch nur ihren Kassenbon vom Obst & Gemüseladen mitgenommen hätte... dann hätte sie beweisen können, dass sie dafür bezahlt hatte.	Wenn Maria doch nur ihren Kassenbon vom Obst- & Gemüseladen mitgenommen hätte... dann hätte sie beweisen können, dass sie dafür bezahlt hatte.	True	picture story	3184	3209
Kolipsi_1_L1	L1	M0015_1.xml	14	Die Kassiererin glaubte ihr jedoch kein Wort & rief die Polizei.	Die Kassiererin glaubte ihr jedoch kein Wort & rief die Polizei.	False	picture story	3210	3222
Kolipsi_1_L1	L1	M0015_1.xml	15	Maria wusste nicht, wo ihr der Kopf steht.	Maria wusste nicht, wo ihr der Kopf steht.	False	picture story	3223	3233
Kolipsi_1_L1	L1	M0015_1.xml	16	Im Nachhinein hat sich die Warheit herausgestellt.	Im Nachhinein hat sich die Wahrheit herausgestellt.	True	picture story	3234	3242
